地区,所属地域,id,年份,规模以上工业企业平均用工人数（万人）,规模以上工业企业固定资产净值（亿元）,能源投入（万吨标准煤）,工业增加值(亿元),工业废水排放量（万吨）,工业固体废弃物排放量（万吨）,,GML指数,工业绿色全要素生产率
浙江,东部,11,2016,690.3,18993.74,20276,18661.5,129913,37.435,,1.069419079,1.742771246
安徽,中部,12,2016,314.58,11782.43,12663,8909.4,49625,92.663,,1.127693925,2.768248374
福建,东部,13,2016,421.66,9931.69,12036,11712,68872.15,66.09,,1.093024696,2.093830199
江西,中部,14,2016,269.13,9333.45,8730,7349.3,85527,64.948,,0.981702309,2.64065343
山东,东部,15,2016,869.374,41145.21,40138,21696,156599,45.225,,1.037463405,1.42457765
河南,中部,16,2016,724.19,25763.17,22323,15536.8,64509.82,32.363,,1.08144283,1.834029444
湖北,中部,17,2016,339.51,13642.5,15897,12480.5,49090,36.999,,1.122868113,3.441043683
湖南,中部,18,2016,336.31,10202.62,14845,10540.1,47548,45.926,,1.019880937,2.472319967
广东,东部,19,2016,1417.84,27217.9,31211,32677.9,134000,75.555,,1.114952195,2.412808449
广西,西部,20,2016,174.62,6018.15,10110,4307.3,36187,37.662,,1.027471751,1.91344727
海南,东部,21,2016,10.87,1315.46,1984,482.5,547,2.2,,3.687002136,9.422340595
重庆,西部,22,2016,194.95,8000.15,7982,5896.2,27837,15.674,,1.016969937,2.178821409
四川,西部,23,2016,335.48,17881.21,18756,10790.9,50788.613,38.678,,1.022212369,2.617789862
贵州,西部,24,2016,103.41,5541.54,9606,3501.7,16400,48.32,,1.130786497,3.071499665
云南,西部,25,2016,90.18,8422.86,10726,4087.5,49157.809,47.854,,1.021375043,1.809310998
陕西,西部,26,2016,175.01,15087.7,12146,7226.9,28416.76,50.606,,0.997434666,2.812002311
甘肃,西部,27,2016,59.71,5922.68,7300,1995.5,13023,53.439,,1.036693094,2.620191275
青海,西部,28,2016,20.13,3411.35,4101,597.4,8878,12.209,,1.190799985,3.710969266
宁夏,西部,29,2016,31.12,3689.09,5591,925.4,13564.4,24.614,,1.065597306,1.975515487
新疆,西部,30,2016,71.57,10244.7,16302,2686.8,6063,46.319,,1.083147316,1.869500956
北京,东部,1,2017,99.5,7258.42,7088,3885.9,8494.16,1.301,,1.132927208,3.304609881
天津,东部,2,2017,105.264,6430.49,7832,3942.5,14077,2.593,,1.34702242,2.884858895
河北,东部,3,2017,280.445,17906.77,32083,11015.7,44325,37.052,,1.234431745,2.040022222
山西,中部,4,2017,194.43,12518.11,19581,5887.3,24041,58.686,,1.383718764,2.520062093
内蒙古,西部,5,2017,102.605,12159.37,19763,4672,20048,88.301,,1.213658821,2.372274148
辽宁,东部,6,2017,199.1,11391.31,21365,7039,51284.1,74.417,,1.118950102,2.017839466
吉林,中部,7,2017,123.939,6773.85,6881,3235.2,17959,26.67,,1.114929632,2.754015516
黑龙江,中部,8,2017,102.735,6066.15,11258,3226.1,18058.969,41.666,,1.067766922,1.448872516
上海,东部,9,2017,204.67,8585.19,11382,8977.4,31600,1.789,,1.368769795,3.440986692
江苏,东部,10,2017,1031.37,36428.29,31602,33782.6,151900,57.114,,1.202958779,2.260586771
浙江,东部,11,2017,670.51,18337.58,21030,20038.7,122917,30.228,,1.108141884,1.931237811
安徽,中部,12,2017,298.097,10384.96,13019,9739.9,43010,54.439,,1.184225016,3.278228975
福建,东部,13,2017,447.659,10530.68,12555,12864.9,69860.45,35.66,,1.149988357,2.407880349
江西,中部,14,2017,263.485,8073.07,8972,7969.6,41206.56,52.252,,1.186788295,3.133896583
山东,东部,15,2017,811.179,38449.59,40098,22515.8,142495,34.803,,1.111313079,1.583151774
河南,中部,16,2017,676.53,24699.6,22162,16741.4,51133.81,21.829,,1.200316549,2.201415892
湖北,中部,17,2017,327.53,12498.49,16180,13431.6,44158.22,27.494,,1.186429255,4.082554892
湖南,中部,18,2017,335.88,10214.36,15200,10709.8,33421,33.751,,1.056806953,2.61276493
广东,东部,19,2017,1403.19,26540.42,32309,35344,130264.85,51.612,,1.689581118,4.076635598
广西,西部,20,2017,164.622,6123.95,10456,4680.1,36187,37.224,,1.092086278,2.089649508
海南,东部,21,2017,9.7,1090.45,2080,528.3,690,1.69,,0.588344207,5.543579507
重庆,西部,22,2017,169.01,7241.17,8279,6202.4,21301,14.908,,1.166192871,2.540925994
四川,西部,23,2017,318.97,16969.9,19229,11437.8,43157.17,38.484,,1.118792381,2.928763352
贵州,西部,24,2017,96.21,5395.98,9846,3821.4,17380,38.349,,1.129946893,3.470631505
云南,西部,25,2017,87.1,8687.17,11164,4347.8,20613.43,39.806,,1.127689679,2.040341339
陕西,西部,26,2017,153.275,13120.9,12549,8232.9,30875.52,36.397,,1.248080902,3.509606382
甘肃,西部,27,2017,53.841,5474.76,7504,2020.5,9885,45.297,,1.109874067,2.908082346
青海,西部,28,2017,20.238,3036.81,4193,683.2,9210,9.867,,1.169732519,4.340841427
宁夏,西部,29,2017,30.824,3727.24,6461,1129.2,12373.4,22.536,,1.206720198,2.383894439
新疆,西部,30,2017,70.627,10624.31,17386,3266.1,4870,46.023,,1.253998552,2.344351492
北京,东部,1,2018,92.74,7923.871,7270,4139.9,8422.15,1.575,,1.098578681,3.630373965
天津,东部,2,2018,98.85,6978.091,7973,4276.9,14891,2.242,,1.092952744,3.153014444
河北,东部,3,2018,288.42,20058.289,32185,10930.3,38000,35.038,,0.960743367,1.959937818
山西,中部,4,2018,201.59,14107.368,20199,6260.2,21872,37.912,,1.014714483,2.557143503
内蒙古,西部,5,2018,84.5,14130.54,23068,5104.2,19750,76.314,,1.161640277,2.755729199
辽宁,东部,6,2018,183.2,12198.037,22321,7728.7,39554.7,72.92,,1.127293143,2.274696594
吉林,中部,7,2018,97.42,7418.84,7000,3287.2,16532,19.043,,1.079051612,2.971724881
黑龙江,中部,8,2018,88.07,6439.8,11436,3266.7,19965.66,35.802,,1.047279124,1.517373939
上海,东部,9,2018,199.62,9030.287,11454,9763.5,29100,1.623,,1.438050963,4.948314226
江苏,东部,10,2018,952.16,41282.068,31635,36113.2,143600,48.119,,1.080762016,2.443156317
浙江,东部,11,2018,669.45,20498.212,21675,21621.2,119936,26.374,,1.046398472,2.020844295
安徽,中部,12,2018,290.98,11705.01,13295,10639.8,42582,45.503,,1.053767504,3.454491165
福建,东部,13,2018,445.34,11774.835,13131,14781,147005.37,41.058,,1.593216177,3.836273925
江西,中部,14,2018,236.28,9256.701,9286,8264.2,39556.67,40.839,,1.015675414,3.183021708
山东,东部,15,2018,696,43687.171,40581,22613,145052,26.742,,0.997543404,1.579262609
河南,中部,16,2018,641.75,28247.065,22659,17323.4,47163.82,18.292,,1.016179307,2.237033276
湖北,中部,17,2018,315.55,13895.039,16682,14849.6,45849,25.095,,1.102678983,4.501747476
湖南,中部,18,2018,312.32,11482.834,15544,10785.6,32240,26.162,,0.978203332,2.555815361
广东,东部,19,2018,1341.31,29085.181,33330,37651.1,122499.77,59.363,,0.999422021,4.074279388
广西,西部,20,2018,128.24,6819.024,10823,5101.9,36057,37.222,,1.124404814,2.349611965
海南,东部,21,2018,10.42,1213.851,2170,582,756,1.555,,1.105514009,6.128504805
重庆,西部,22,2018,162.51,8224.035,8557,6268.1,28387,15.403,,0.932915601,2.370469501
四川,西部,23,2018,299.18,19146.136,19916,12360.1,43461.089,32.221,,1.060569684,3.106157623
贵州,西部,24,2018,89.01,6123.661,10036,4165.5,18000,31.469,,1.072647844,3.7227654
云南,西部,25,2018,88.85,9823.119,11590,4911.7,19814.83,43.2,,1.091386702,2.226801405
陕西,西部,26,2018,174.56,15121.838,12900,9088.1,21722.42,26.38,,1.102729669,3.870147084
甘肃,西部,27,2018,50.86,6102.289,7823,2253.4,9737,47.407,,1.119729472,3.256265511
青海,西部,28,2018,16.92,3443.124,4364,777.5,9542,9.351,,1.236702588,5.368329829
宁夏,西部,29,2018,28.28,4363.405,7100,1191,12642.3,18.937,,1.052602676,2.509293666
新疆,西部,30,2018,67.96,12210.411,17694,3758.5,4755,40.481,,1.660042513,3.891723141
北京,东部,1,2019,86.81,8689.618,7360,4243.3,7716.14,1.151,,1.053571805,3.824859652
天津,东部,2,2019,98.4,7582.932,8241,4372.3,15066.7,1.938,,0.99583442,3.13988031
河北,东部,3,2019,276.65,22500.018,32545,11310.4,31053.31,34.184,,1.066703508,2.090672546
山西,中部,4,2019,187.04,15909.119,20859,6582.7,14394,30.339,,1.158633792,2.962792874
内蒙古,西部,5,2019,89.01,16531.217,25346,5458.6,19452,80.312,,0.975787483,2.689006058
辽宁,东部,6,2019,192,13031.606,23749,8052.2,32799.6,71.022,,1.008593863,2.294245025
吉林,中部,7,2019,89.01,8138.02,7132,3347.8,15733,19.546,,1.02916316,3.05838977
黑龙江,中部,8,2019,85.49,6852.556,11614,3334,17611.28,29.808,,1.020021429,1.547753933
上海,东部,9,2019,192.69,9490.947,11696,9565.1,34100,1.353,,0.735939723,3.641660999
江苏,东部,10,2019,846.58,46940.252,32526,37225.7,137500,37.186,,1.044925689,2.552916797
浙江,东部,11,2019,678.93,22910.716,22393,22520.9,119583,23.215,,0.977938293,1.976261019
安徽,中部,12,2019,267.38,13263.576,13870,11181.7,48265,54.825,,1.003866942,3.46784948
福建,东部,13,2019,439.86,13164.01,13718,15654,156646.25,47.681,,0.751405598,2.882597703
江西,中部,14,2019,234.93,10662.65,9665,8774.2,48029.61,36.8,,0.983633435,3.130926576
山东,东部,15,2019,550.26,49800.486,41390,22755.1,144039,26.699,,1.053508352,1.663766348
河南,中部,16,2019,489.14,32430.763,22300,17938.2,45922.98,15,,1.117906724,2.500794541
湖北,中部,17,2019,335.87,15516.929,17316,15707.6,57088,26.762,,0.91799734,4.132592209
湖南,中部,18,2019,308.41,12960.59,16001,11995.8,28534,23.646,,1.136733695,2.90528144
广东,东部,19,2019,1315.8,31942.942,34142,39141.8,129870.48,56.42,,0.839578068,3.420675617
广西,西部,20,2019,125.02,7632.075,11270,5246.6,37165,38.149,,0.984571005,2.313359813
海南,东部,21,2019,10.61,1361.207,2264,597.9,1474,2.273,,0.586077659,3.591779748
重庆,西部,22,2019,154.8,9403.448,8889,6551.8,29760,14.957,,1.003442319,2.378629414
四川,西部,23,2019,298.86,21707.179,20791,13165.9,46619.259,32.25,,1.01003191,3.137318318
贵州,西部,24,2019,80.27,6955.175,10423,4459,18400,18.191,,1.072577129,3.992953023
云南,西部,25,2019,84.79,11175.452,12158,5400.5,22858.828,44.95,,1.096801366,2.442358823
陕西,西部,26,2019,168.64,17427.577,13478,9459.9,23937.45,25.503,,0.982417081,3.802098602
甘肃,西部,27,2019,48.86,6820.67,7818,2319.8,7845,45.922,,1.056510171,3.440277633
青海,西部,28,2019,16.07,3921.386,4235,821.9,9874,9.053,,1.064562563,5.71492296
宁夏,西部,29,2019,29.67,5107.798,7648,1272.5,12599.6,19.064,,0.992681521,2.490929452
新疆,西部,30,2019,70.69,14071.299,18490,3831,5004,44.338,,0.822767022,3.201981458
北京,东部,1,2020,83.13,9563.673,6762.1,4255.1,7345.7,0.438,,1.042283739,3.98658902
天津,东部,2,2020,107.62,8274.349,8104.6,4296.4,11160.3,1.005,,1.02240127,3.210217615
河北,东部,3,2020,272.19,25345.91,32782.76,11664.1,29851.54,16.818,,1.020239659,2.132987046
山西,中部,4,2020,192.06,17956.952,20980.55,6768.5,15859,35.299,,0.957744957,2.837599935
内蒙古,西部,5,2020,87.72,19452.83,27133.65,5597.6,19154,46.197,,0.971590355,2.61261235
辽宁,东部,6,2020,190.5,13946.332,24849.5,7906,29029.5,12.832,,0.972761167,2.231752468
吉林,中部,7,2020,76.24,8945.806,7185.7,3501.2,14934,18.297,,1.106175003,3.383114314
黑龙江,中部,8,2020,83.63,7300.629,11525.1,3121.8,15256.9,11.923,,0.936211163,1.44902451
上海,东部,9,2020,183.71,9995.065,11099.59,9625.5,31200,0.79,,1.179585152,4.295649242
江苏,东部,10,2020,856.32,53458.872,32672.49,38198.1,114700,13.981,,1.108320876,2.829450982
浙江,东部,11,2020,683.75,25559.387,24660,22627.8,100263,7.704,,0.978195633,1.933169898
安徽,中部,12,2020,282.81,15080.585,14697.9,11235.5,40448,8.832,,0.962483097,3.337746509
福建,东部,13,2020,414.33,14746.237,13905.19,15615.5,155188.73,9.442,,0.826144862,2.381443281
江西,中部,14,2020,238.34,12349.36,9808.6,8991.6,36487.94,11.087,,1.009207071,3.15975324
山东,东部,15,2020,543.77,56855.614,43649,22986.5,133359,13.152,,0.996765785,1.658385369
河南,中部,16,2020,465.32,37378.392,22752,17147.2,43231.67,6.079,,0.952972896,2.383189416
湖北,中部,17,2020,274.51,17386.582,16251.46,13174.7,45538,9.334,,0.894839498,3.698006737
湖南,中部,18,2020,313.05,14666.063,16274.617,12401.4,24828,11.729,,1.057004109,3.07089442
广东,东部,19,2020,1277.06,35078.245,34502.919,39353.9,137241.19,10.821,,0.857425622,2.93297492
广西,西部,20,2020,125.82,8585.079,12081,5172.8,30559,9.604,,0.94390385,2.183589234
海南,东部,21,2020,11.09,1534.901,2270.64,557.4,2192,0.921,,0.830343766,2.982411923
重庆,西部,22,2020,161.76,10807.474,7621.87,6990.8,21491,5.905,,1.141073613,2.714191258
四川,西部,23,2020,302.16,24703.976,16355,13401,43739.49,16.116,,1.085449955,3.405402028
贵州,西部,24,2020,77.04,7918.391,10621.44,4666.2,20000,14.238,,1.042142973,4.161227934
云南,西部,25,2020,80.4,12766.634,12981.94,5579.4,41064.97,24.301,,0.986345015,2.40900845
陕西,西部,26,2020,163,20173.923,13512.26,8740.2,26080.38,19.66,,0.876117536,3.33108526
甘肃,西部,27,2020,46.58,7654.505,8104.71,2265.4,5953,6.863,,0.984141192,3.385718931
青海,西部,28,2020,14.6,4489.064,4150.36,792.2,10206,6.158,,0.983527348,5.62078302
宁夏,西部,29,2020,29.75,6033.3,8581.8,1306.5,11118.7,8.315,,0.983490391,2.44980518
新疆,西部,30,2020,72.2,16275.087,18981.81,3683,9705.25,42.229,,0.652244478,2.088474725
北京,东部,1,2021,80.97,10567.937,7103.62,5855.1,8006.9,0.218,,1.757566177,7.006694021
天津,东部,2,2021,96.83,9068.73,8205.69,5056.5,11014.9,0.819,,1.217339166,3.907923633
河北,东部,3,2021,274.67,28593.069,33085.852,14132.3,30666.02,12.81,,1.195800901,2.550627831
山西,中部,4,2021,198.56,20274.464,21643.94,10543.6,18603,18.533,,1.533061658,4.350215659
内蒙古,西部,5,2021,91.57,22909.219,26900.46,8443.8,18856,62.079,,2.144468335,5.602664457
辽宁,东部,6,2021,186.34,15009.593,24930.8,9386.5,30296.5,11.537,,1.198187564,2.674058053
吉林,中部,7,2021,75.35,9889.379,7287.6,3839.5,14135,9.271,,1.09846045,3.716217273
黑龙江,中部,8,2021,86.05,7806.114,12191.6,3751,17965.42,8.515,,1.155254817,1.673992545
上海,东部,9,2021,187.63,10512.619,11683.02,10676.7,32100,0.756,,1.162707296,4.994582713
江苏,东部,10,2021,906.48,60793.135,34679.94,45730.7,121700,10.56,,1.453374927,4.112253115
浙江,东部,11,2021,745.65,28364.885,26623.7,26996,103863,6.574,,1.172214727,2.266090225
安徽,中部,12,2021,279.7,17158.218,15342.63,12790.8,32631,7.623,,1.187050163,3.962072536
福建,东部,13,2021,434.13,16518.203,15157.51,18292.8,153731.21,7.529,,1.623350704,3.865917627
江西,中部,14,2021,232.51,14339.347,10517.8,10862.9,39593.17,7.518,,1.179240862,3.726110134
山东,东部,15,2021,562.58,64707.089,45935.1,26894.1,133854,10.285,,1.1297076,1.873490556
河南,中部,16,2021,441.73,43218.934,23501,18113.7,43889.85,5.58,,1.025963752,2.445065956
湖北,中部,17,2021,288.6,19132.002,18191.596,16040.7,33988,5.034,,1.815241394,6.712774903
湖南,中部,18,2021,317.02,16604.893,16909.327,13959,21122,6.228,,1.664121747,5.110342189
广东,东部,19,2021,1354.17,38511.047,36821.421,45510.3,144611.91,8.521,,1.395568879,4.093168522
广西,西部,20,2021,132.1,9695.563,13189.02,6439.8,30588,7.606,,1.175820914,2.567509888
海南,东部,21,2021,11.52,1740.123,2446.19,693.1,2910,0.887,,1.166922374,3.480243201
重庆,西部,22,2021,157.66,12480.534,8046.31,7940.5,16268,4.618,,1.231024408,3.341235687
四川,西部,23,2021,310.15,28123.287,17241.3,15546.1,40859.721,14.217,,1.154148557,3.930339836
贵州,西部,24,2021,81.02,9064.017,11263.82,5231.3,21400,7.875,,1.063450478,4.425259835
云南,西部,25,2021,80.58,14626.277,13426.35,6555.8,40021.45,15.291,,1.274983052,3.071444945
陕西,西部,26,2021,160.8,23415.393,14515.23,11538.1,31690.42,15.759,,1.271948488,4.236968861
甘肃,西部,27,2021,48.56,8577.408,8434.23,2835.4,4061,5.701,,1.258224602,4.259994854
青海,西部,28,2021,15.55,5217.694,4694.47,980.2,10538,4.148,,1.130077395,6.351919836
宁夏,西部,29,2021,32.37,7111.221,8636.8,1762.2,9637.8,6.159,,1.244634314,3.049111591
新疆,西部,30,2021,72.94,18897.866,19661.223,5057.9,14406.5,42.415,,1.292968499,2.70033203
北京,东部,1,2022,79.775,11550.488,6896.89,5115.5,7922.424,0.188,,0.860750898,6.031018167
天津,东部,2,2022,96.223,9848.938,8121.77,5329,10142.636,0.743,,1.053711201,4.117822904
河北,东部,3,2022,275.52,32050.175,32538.48,13864.3,26093.919,17.451,,0.952387515,2.429186101
山西,中部,4,2022,199.513,22852.91,21918.5,12759.9,17236.802,17.289,,2.05509314,8.940098361
内蒙古,西部,5,2022,92.177,26664.485,27980.98,9761.2,24394.821,68.841,,1.416656762,7.937052485
辽宁,东部,6,2022,183.355,16074.216,24707.3,9929.6,29230.1,11.345,,1.067534387,2.854648925
吉林,中部,7,2022,73.572,10838.568,7027.8,3528.8,16115.949,9.247,,0.899535487,3.342869316
黑龙江,中部,8,2022,82.995,8292.118,12035,4198.3,12466.29,8.044,,1.200397781,2.009456937
上海,东部,9,2022,187.174,11057.831,10951.01,10736.9,32300,0.814,,0.991632691,4.952791497
江苏,东部,10,2022,935.057,68932.127,35823.95,47688.4,112921.83,12.842,,0.985876014,4.054171709
浙江,东部,11,2022,778.705,31692.927,29112.3,28649.9,101700,6.031,,0.988085183,2.239090176
安徽,中部,12,2022,287.717,19360.945,15882.66,13400.2,33682.536,7.553,,0.992175669,3.931071969
福建,东部,13,2022,457.012,18472.824,14326.6,18013.3,78178.664,7.715,,0.755425436,2.920412508
江西,中部,14,2022,241.82,16463.127,10785.7,10974.3,39725.34,7.222,,0.950577008,3.541954621
山东,东部,15,2022,566.538,73555.463,48166.9,28297,131142,10.198,,1.015659518,1.902828514
河南,中部,16,2022,448.498,49479.843,24371,17134.2,42937.39,4.92,,0.886521374,2.16760323
湖北,中部,17,2022,292.801,21271.942,18627,16240.8,43843.399,4.694,,0.651781798,4.375264494
湖南,中部,18,2022,327.345,18682.732,17027.692,13837,32729.155,5.68,,0.581660824,2.972485851
广东,东部,19,2022,1415.928,42215.725,36519.054,47356.9,101116.529,8.385,,0.998029988,4.085104931
广西,西部,20,2022,134.937,10811.231,13207,6727.8,38521,7.144,,0.985382969,2.529980517
海南,东部,21,2022,11.516,1940.624,2424,755.9,6722.784,2.058,,1.016505778,3.537687323
重庆,西部,22,2022,162.266,14198.52,8022.76,7966.3,15720,7.052,,0.950746091,3.176666769
四川,西部,23,2022,316.677,31764.003,17196.117,16188.7,42119.387,14.39,,1.008481103,3.963673453
贵州,西部,24,2022,81.803,10292.564,10980.64,5437.3,24200,7.568,,0.997600067,4.414639508
云南,西部,25,2022,80.882,16562.118,14158.53,6959,18100,15.632,,1.430624452,4.394084241
陕西,西部,26,2022,163.041,27001.004,16099.28,13266,31607.99,15.269,,1.719712452,7.286368107
甘肃,西部,27,2022,47.214,9567.381,8667.894,3274.7,8832.986,6.001,,1.046081581,4.456302154
青海,西部,28,2022,15.583,5926.882,4798.04,1250.3,9312.054,4.237,,1.295140608,8.226629321
宁夏,西部,29,2022,32.98,8331.199,9283.7,2084,8389.925,6.249,,1.119104758,3.412275287
新疆,西部,30,2022,74.625,21739.193,19764.3,6228.2,17169.153,44.43,,1.366840492,3.69092316
北京,东部,1,2023,78.713,12671.464,7571.35,5008.5,7870.28,0.158,,1.187588768,7.162369434
天津,东部,2,2023,95.468,10708.801,8493.12,5359,9620.128,0.68,,0.981381091,4.041153536
河北,东部,3,2023,276.255,35967.43,32546.6,13968.7,23301.83,24.846,,0.97749915,2.374527348
山西,中部,4,2023,200.774,25773.581,22002.7,12263.3,16179.614,16.117,,0.997455855,8.917353455
内蒙古,西部,5,2023,93.018,31205.579,28830.4,9889.8,24909.797,70.839,,0.997482388,7.91707007
辽宁,东部,6,2023,181.298,17182.125,24856.5,10220.2,26609.53,11.474,,1.045145846,2.983524466
吉林,中部,7,2023,72.022,11894.365,7434,3705,15651.304,8.722,,1.037087599,3.466848311
黑龙江,中部,8,2023,80.268,8825.414,12067.495,3963.6,11363.96,7.69,,0.95111047,1.911215533
上海,东部,9,2023,186.545,11623.881,11543.2,10846.2,31536.879,0.741,,1.000831498,4.956909733
江苏,东部,10,2023,966.229,78376.002,35645.3,49244.6,105381.984,16.284,,1.023214102,4.148285663
浙江,东部,11,2023,809.89,35407.312,29345.5,29412.1,96604.2,5.533,,1.031933631,2.310592456
安徽,中部,12,2023,297.442,21942.318,15987.2,14021.1,31762.698,7.503,,1.020987472,4.013575233
福建,东部,13,2023,481.355,20656.399,15012.3,18548.3,76994.434,7.676,,0.919715817,2.685949574
江西,中部,14,2023,252.832,18972.859,11533.9,11180.7,38680.534,7.12,,0.940955349,3.332821147
山东,东部,15,2023,570.676,83836.828,52589.3,29191.2,127210.109,10.455,,0.983927214,1.872244759
河南,中部,16,2023,456.283,56830.37,24432,16915,39391.495,4.362,,0.952554874,2.064761022
湖北,中部,17,2023,297.994,23737.229,19112,16357,40880.135,4.174,,0.985030605,4.30976943
湖南,中部,18,2023,339.589,21089.592,17732.3,14567.1,30088.16,5.258,,1.026969005,3.052650835
广东,东部,19,2023,1482.865,46358.495,37001.3,48712.9,96226.09,8.168,,1.009096638,4.122265651
广西,西部,20,2023,138.141,12106.25,13306,6918.3,36099.822,6.87,,0.992580137,2.511208408
海南,东部,21,2023,11.523,2177.349,3027.77,861.4,6774.571,2.06,,1.1389555,4.029268435
重庆,西部,22,2023,167.795,16242.537,8122,8333.4,15065.163,11.262,,0.999830601,3.176128643
四川,西部,23,2023,324.531,36019.857,17234.4,16705.2,40022.875,15.095,,1.016052978,4.027302218
贵州,西部,24,2023,82.745,11695.723,11011.2,5682.8,25086.617,6.994,,1.002509767,4.425719223
云南,西部,25,2023,81.505,18848.03,14232.2,7202.8,17077.615,15.629,,1.251246281,5.498081566
陕西,西部,26,2023,166.012,31135.997,17169.59,13258.7,31253.178,15.215,,0.988509956,7.202647419
甘肃,西部,27,2023,45.973,10695.993,9088.69,3389.6,8473.389,5.997,,1.042658214,4.646400046
青海,西部,28,2023,15.701,6757.565,5035.1,1272.4,9394.81,4.054,,0.983070929,8.087360129
宁夏,西部,29,2023,33.659,9760.277,9345,2130.1,7842.414,6.54,,0.972217866,3.317474996
新疆,西部,30,2023,76.748,25063.584,19873.2,6434.7,17108.194,46.556,,1.00690945,3.71642541